Comune_albergo,Provincia_albergo,Mese,Provenienza,Regione_di_provenienza,Nazione_di_provenienza,Arrivati,Partiti,Presenti,Codice_ISTAT_comune,Codice_ISTAT_provenienza
LECCE,LECCE,Agosto,Nuova_Zelanda,ALTRO,Nuova_Zelanda,9,11,53,75035,804
LECCE,LECCE,Agosto,Paesi_Bassi,ALTRO,Paesi_Bassi,136,152,517,75035,3
LECCE,LECCE,Agosto,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,26,29,45,75035,230
LECCE,LECCE,Agosto,PIEMONTE,Piemonte,Italia,784,803,2432,75035,901
LECCE,LECCE,Agosto,Polonia,ALTRO,Polonia,31,33,109,75035,60
LECCE,LECCE,Agosto,Portogallo,ALTRO,Portogallo,33,35,72,75035,10
LECCE,LECCE,Agosto,PUGLIA,Puglia,Italia,5240,5269,10356,75035,916
LECCE,LECCE,Agosto,Regno_Unito,ALTRO,Regno_Unito,338,342,1359,75035,6
LECCE,LECCE,Agosto,Repubblica_Ceca,ALTRO,Repubblica_Ceca,8,10,29,75035,61
LECCE,LECCE,Agosto,Romania,ALTRO,Romania,45,47,145,75035,66
LECCE,LECCE,Agosto,Russia,ALTRO,Russia,80,93,241,75035,75
LECCE,LECCE,Agosto,SARDEGNA,Sardegna,Italia,76,72,185,75035,920
LECCE,LECCE,Agosto,SICILIA,Sicilia,Italia,713,731,2300,75035,919
LECCE,LECCE,Agosto,Slovacchia,ALTRO,Slovacchia,3,3,30,75035,63
LECCE,LECCE,Agosto,Slovenia,ALTRO,Slovenia,10,12,21,75035,91
LECCE,LECCE,Agosto,Spagna,ALTRO,Spagna,256,259,680,75035,11
LECCE,LECCE,Agosto,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,173,178,518,75035,400
LECCE,LECCE,Agosto,Svezia,ALTRO,Svezia,72,79,202,75035,30
LECCE,LECCE,Agosto,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,191,199,558,75035,36
LECCE,LECCE,Agosto,TOSCANA,Toscana,Italia,690,703,2065,75035,909
LECCE,LECCE,Agosto,TRENTO,Trento,Italia,53,54,112,75035,922
LECCE,LECCE,Agosto,Turchia,ALTRO,Turchia,21,24,49,75035,52
LECCE,LECCE,Agosto,Ucraina,ALTRO,Ucraina,17,16,41,75035,72
LECCE,LECCE,Agosto,UMBRIA,Umbria,Italia,210,202,719,75035,910
LECCE,LECCE,Agosto,Ungheria,ALTRO,Ungheria,9,16,37,75035,64
LECCE,LECCE,Agosto,VALLE_D'AOSTA,Valle_d'Aosta,Italia,5,4,42,75035,902
LECCE,LECCE,Agosto,VENETO,Veneto,Italia,688,645,2403,75035,905
LECCE,LECCE,Agosto,Venezuela,ALTRO,Venezuela,3,3,5,75035,484
LECCE,LECCE,Aprile,ABRUZZO,Abruzzo,Italia,501,511,913,75035,913
LECCE,LECCE,Aprile,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,32,20,84,75035,230
LECCE,LECCE,Aprile,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,12,8,27,75035,750
LECCE,LECCE,Aprile,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,20,21,34,75035,530
LECCE,LECCE,Aprile,Altri_Paesi_dell'Africa,ALTRO,Altri,7,7,18,75035,300
LECCE,LECCE,Aprile,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,20,21,34,75035,530
LECCE,LECCE,Aprile,Altri_Paesi_dell'Asia,ALTRO,Altri,48,45,60,75035,760
LECCE,LECCE,Aprile,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,12,8,27,75035,750
LECCE,LECCE,Aprile,Altri_Paesi_Europei,ALTRO,Altri,57,55,82,75035,100
LECCE,LECCE,Aprile,Argentina,ALTRO,Argentina,12,12,21,75035,528
LECCE,LECCE,Aprile,Australia,ALTRO,Australia,24,24,52,75035,800
LECCE,LECCE,Aprile,Austria,ALTRO,Austria,69,66,269,75035,38
LECCE,LECCE,Aprile,BASILICATA,Basilicata,Italia,299,295,448,75035,917
LECCE,LECCE,Aprile,Belgio,ALTRO,Belgio,130,116,340,75035,17
LECCE,LECCE,Aprile,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,32,32,50,75035,921
LECCE,LECCE,Aprile,Brasile,ALTRO,Brasile,62,64,158,75035,508
LECCE,LECCE,Aprile,Bulgaria,ALTRO,Bulgaria,36,34,42,75035,68
LECCE,LECCE,Aprile,CALABRIA,Calabria,Italia,769,761,1474,75035,918
LECCE,LECCE,Aprile,CAMPANIA,Campania,Italia,1628,1632,3002,75035,915
LECCE,LECCE,Aprile,Canada,ALTRO,Canada,46,47,130,75035,404
LECCE,LECCE,Aprile,Cina,ALTRO,Cina,9,9,94,75035,720
LECCE,LECCE,Aprile,Croazia,ALTRO,Croazia,6,2,12,75035,92
LECCE,LECCE,Aprile,Danimarca,ALTRO,Danimarca,9,9,23,75035,8
LECCE,LECCE,Aprile,EMILIA-ROMAGNA,Emilia-Romagna,Italia,451,432,888,75035,908
LECCE,LECCE,Aprile,Finlandia,ALTRO,Finlandia,5,0,18,75035,32
LECCE,LECCE,Aprile,Francia,ALTRO,Francia,537,447,1054,75035,1
LECCE,LECCE,Aprile,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,98,100,254,75035,906
LECCE,LECCE,Aprile,Germania,ALTRO,Germania,460,453,1296,75035,4
LECCE,LECCE,Aprile,Giappone,ALTRO,Giappone,79,79,281,75035,732
LECCE,LECCE,Aprile,Grecia,ALTRO,Grecia,298,403,434,75035,9
LECCE,LECCE,Aprile,India,ALTRO,India,6,6,22,75035,664
LECCE,LECCE,Aprile,Irlanda,ALTRO,Irlanda,21,19,63,75035,7
LECCE,LECCE,Aprile,Islanda,ALTRO,Islanda,2,2,10,75035,24
LECCE,LECCE,Aprile,Israele,ALTRO,Israele,143,142,162,75035,624
LECCE,LECCE,Aprile,LAZIO,Lazio,Italia,1420,1413,2812,75035,912
LECCE,LECCE,Aprile,Lettonia,ALTRO,Lettonia,6,6,19,75035,54
LECCE,LECCE,Aprile,LIGURIA,Liguria,Italia,146,146,328,75035,907
LECCE,LECCE,Aprile,Lituania,ALTRO,Lituania,1,1,2,75035,55
LECCE,LECCE,Aprile,LOMBARDIA,Lombardia,Italia,1062,1093,2182,75035,903
LECCE,LECCE,Aprile,Lussemburgo,ALTRO,Lussemburgo,1,0,4,75035,18
LECCE,LECCE,Aprile,Malta,ALTRO,Malta,10,10,34,75035,46
LECCE,LECCE,Aprile,MARCHE,Marche,Italia,642,631,1112,75035,911
LECCE,LECCE,Aprile,Messico,ALTRO,Messico,15,15,32,75035,412
LECCE,LECCE,Aprile,MOLISE,Molise,Italia,150,152,303,75035,914
LECCE,LECCE,Aprile,Norvegia,ALTRO,Norvegia,11,8,22,75035,28
LECCE,LECCE,Aprile,Nuova_Zelanda,ALTRO,Nuova_Zelanda,1,1,2,75035,804
LECCE,LECCE,Aprile,Paesi_Bassi,ALTRO,Paesi_Bassi,55,42,89,75035,3
LECCE,LECCE,Aprile,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,32,20,84,75035,230
LECCE,LECCE,Aprile,PIEMONTE,Piemonte,Italia,434,411,953,75035,901
LECCE,LECCE,Aprile,Polonia,ALTRO,Polonia,26,26,78,75035,60
LECCE,LECCE,Aprile,Portogallo,ALTRO,Portogallo,3,2,17,75035,10
LECCE,LECCE,Aprile,PUGLIA,Puglia,Italia,3718,3665,4963,75035,916
LECCE,LECCE,Aprile,Regno_Unito,ALTRO,Regno_Unito,722,643,1808,75035,6
LECCE,LECCE,Aprile,Romania,ALTRO,Romania,17,15,30,75035,66
LECCE,LECCE,Aprile,Russia,ALTRO,Russia,61,62,92,75035,75
LECCE,LECCE,Aprile,SARDEGNA,Sardegna,Italia,87,84,166,75035,920
LECCE,LECCE,Aprile,SICILIA,Sicilia,Italia,498,447,906,75035,919
LECCE,LECCE,Aprile,Slovenia,ALTRO,Slovenia,11,11,12,75035,91
LECCE,LECCE,Aprile,Spagna,ALTRO,Spagna,162,150,350,75035,11
LECCE,LECCE,Aprile,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,224,224,543,75035,400
LECCE,LECCE,Aprile,Sud_Africa,ALTRO,Sud_Africa,1,0,4,75035,388
LECCE,LECCE,Aprile,Svezia,ALTRO,Svezia,45,44,87,75035,30
LECCE,LECCE,Aprile,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,218,212,534,75035,36
LECCE,LECCE,Aprile,TOSCANA,Toscana,Italia,418,394,839,75035,909
LECCE,LECCE,Aprile,TRENTO,Trento,Italia,31,28,65,75035,922
LECCE,LECCE,Aprile,Turchia,ALTRO,Turchia,7,6,12,75035,52
LECCE,LECCE,Aprile,Ucraina,ALTRO,Ucraina,4,4,7,75035,72
LECCE,LECCE,Aprile,UMBRIA,Umbria,Italia,124,114,249,75035,910
LECCE,LECCE,Aprile,Ungheria,ALTRO,Ungheria,4,7,8,75035,64
LECCE,LECCE,Aprile,VALLE_D'AOSTA,Valle_d'Aosta,Italia,11,10,16,75035,902
LECCE,LECCE,Aprile,VENETO,Veneto,Italia,528,505,1026,75035,905
LECCE,LECCE,Aprile,Venezuela,ALTRO,Venezuela,1,1,1,75035,484
LECCE,LECCE,Dicembre,ABRUZZO,Abruzzo,Italia,269,239,399,75035,913
LECCE,LECCE,Dicembre,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,20,21,23,75035,230
LECCE,LECCE,Dicembre,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,16,16,22,75035,750
LECCE,LECCE,Dicembre,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,23,15,38,75035,530
LECCE,LECCE,Dicembre,Altri_Paesi_dell'Africa,ALTRO,Altri,1,1,2,75035,300
LECCE,LECCE,Dicembre,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,23,15,38,75035,530
LECCE,LECCE,Dicembre,Altri_Paesi_dell'Asia,ALTRO,Altri,21,21,50,75035,760
LECCE,LECCE,Dicembre,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,16,16,22,75035,750
LECCE,LECCE,Dicembre,Altri_Paesi_Europei,ALTRO,Altri,36,38,81,75035,100
LECCE,LECCE,Dicembre,Argentina,ALTRO,Argentina,6,4,12,75035,528
LECCE,LECCE,Dicembre,Australia,ALTRO,Australia,11,11,25,75035,800
LECCE,LECCE,Dicembre,Austria,ALTRO,Austria,10,10,27,75035,38
LECCE,LECCE,Dicembre,BASILICATA,Basilicata,Italia,311,250,423,75035,917
LECCE,LECCE,Dicembre,Belgio,ALTRO,Belgio,39,28,120,75035,17
LECCE,LECCE,Dicembre,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,15,14,34,75035,921
LECCE,LECCE,Dicembre,Brasile,ALTRO,Brasile,13,11,66,75035,508
LECCE,LECCE,Dicembre,Bulgaria,ALTRO,Bulgaria,6,4,14,75035,68
LECCE,LECCE,Dicembre,CALABRIA,Calabria,Italia,570,488,939,75035,918
LECCE,LECCE,Dicembre,CAMPANIA,Campania,Italia,1027,886,1952,75035,915
LECCE,LECCE,Dicembre,Canada,ALTRO,Canada,9,9,30,75035,404
LECCE,LECCE,Dicembre,Cina,ALTRO,Cina,12,14,82,75035,720
LECCE,LECCE,Dicembre,Croazia,ALTRO,Croazia,2,2,4,75035,92
LECCE,LECCE,Dicembre,Egitto,ALTRO,Egitto,0,0,31,75035,220
LECCE,LECCE,Dicembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,305,287,635,75035,908
LECCE,LECCE,Dicembre,Finlandia,ALTRO,Finlandia,3,3,5,75035,32
LECCE,LECCE,Dicembre,Francia,ALTRO,Francia,105,68,219,75035,1
LECCE,LECCE,Dicembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,52,47,101,75035,906
LECCE,LECCE,Dicembre,Germania,ALTRO,Germania,65,77,286,75035,4
LECCE,LECCE,Dicembre,Giappone,ALTRO,Giappone,18,16,21,75035,732
LECCE,LECCE,Dicembre,Grecia,ALTRO,Grecia,180,180,269,75035,9
LECCE,LECCE,Dicembre,India,ALTRO,India,1,1,2,75035,664
LECCE,LECCE,Dicembre,Irlanda,ALTRO,Irlanda,1,2,10,75035,7
LECCE,LECCE,Dicembre,Israele,ALTRO,Israele,14,14,34,75035,624
LECCE,LECCE,Dicembre,LAZIO,Lazio,Italia,1080,835,2386,75035,912
LECCE,LECCE,Dicembre,LIGURIA,Liguria,Italia,88,67,207,75035,907
LECCE,LECCE,Dicembre,Lituania,ALTRO,Lituania,2,2,4,75035,55
LECCE,LECCE,Dicembre,LOMBARDIA,Lombardia,Italia,625,528,1385,75035,903
LECCE,LECCE,Dicembre,Lussemburgo,ALTRO,Lussemburgo,2,2,2,75035,18
LECCE,LECCE,Dicembre,Malta,ALTRO,Malta,19,19,25,75035,46
LECCE,LECCE,Dicembre,MARCHE,Marche,Italia,373,356,485,75035,911
LECCE,LECCE,Dicembre,MOLISE,Molise,Italia,34,27,51,75035,914
LECCE,LECCE,Dicembre,Norvegia,ALTRO,Norvegia,4,4,7,75035,28
LECCE,LECCE,Dicembre,Nuova_Zelanda,ALTRO,Nuova_Zelanda,2,2,8,75035,804
LECCE,LECCE,Dicembre,Paesi_Bassi,ALTRO,Paesi_Bassi,21,22,79,75035,3
LECCE,LECCE,Dicembre,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,20,21,23,75035,230
LECCE,LECCE,Dicembre,PIEMONTE,Piemonte,Italia,249,238,558,75035,901
LECCE,LECCE,Dicembre,Polonia,ALTRO,Polonia,4,3,4,75035,60
LECCE,LECCE,Dicembre,Portogallo,ALTRO,Portogallo,2,2,2,75035,10
LECCE,LECCE,Dicembre,PUGLIA,Puglia,Italia,4390,3646,5978,75035,916
LECCE,LECCE,Dicembre,Regno_Unito,ALTRO,Regno_Unito,60,57,270,75035,6
LECCE,LECCE,Dicembre,Repubblica_Ceca,ALTRO,Repubblica_Ceca,4,2,23,75035,61
LECCE,LECCE,Dicembre,Romania,ALTRO,Romania,29,30,72,75035,66
LECCE,LECCE,Dicembre,Russia,ALTRO,Russia,19,20,56,75035,75
LECCE,LECCE,Dicembre,SARDEGNA,Sardegna,Italia,41,33,118,75035,920
LECCE,LECCE,Dicembre,SICILIA,Sicilia,Italia,311,270,562,75035,919
LECCE,LECCE,Dicembre,Slovenia,ALTRO,Slovenia,6,5,17,75035,91
LECCE,LECCE,Dicembre,Spagna,ALTRO,Spagna,121,109,340,75035,11
LECCE,LECCE,Dicembre,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,99,97,221,75035,400
LECCE,LECCE,Dicembre,Svezia,ALTRO,Svezia,7,8,60,75035,30
LECCE,LECCE,Dicembre,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,85,62,299,75035,36
LECCE,LECCE,Dicembre,TOSCANA,Toscana,Italia,329,200,907,75035,909
LECCE,LECCE,Dicembre,TRENTO,Trento,Italia,7,6,13,75035,922
LECCE,LECCE,Dicembre,Turchia,ALTRO,Turchia,19,18,37,75035,52
LECCE,LECCE,Dicembre,Ucraina,ALTRO,Ucraina,3,3,7,75035,72
LECCE,LECCE,Dicembre,UMBRIA,Umbria,Italia,69,61,139,75035,910
LECCE,LECCE,Dicembre,Ungheria,ALTRO,Ungheria,9,6,39,75035,64
LECCE,LECCE,Dicembre,VALLE_D'AOSTA,Valle_d'Aosta,Italia,4,4,4,75035,902
LECCE,LECCE,Dicembre,VENETO,Veneto,Italia,218,208,580,75035,905
LECCE,LECCE,Dicembre,Venezuela,ALTRO,Venezuela,2,0,4,75035,484
LECCE,LECCE,Febbraio,ABRUZZO,Abruzzo,Italia,206,207,312,75035,913
LECCE,LECCE,Febbraio,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,8,9,14,75035,230
LECCE,LECCE,Febbraio,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,6,4,13,75035,750
LECCE,LECCE,Febbraio,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,2,3,9,75035,530
LECCE,LECCE,Febbraio,Altri_Paesi_dell'Africa,ALTRO,Altri,2,4,3,75035,300
LECCE,LECCE,Febbraio,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,2,3,9,75035,530
LECCE,LECCE,Febbraio,Altri_Paesi_dell'Asia,ALTRO,Altri,13,13,19,75035,760
LECCE,LECCE,Febbraio,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,6,4,13,75035,750
LECCE,LECCE,Febbraio,Altri_Paesi_Europei,ALTRO,Altri,25,25,34,75035,100
LECCE,LECCE,Febbraio,Argentina,ALTRO,Argentina,2,2,2,75035,528
LECCE,LECCE,Febbraio,Australia,ALTRO,Australia,5,7,11,75035,800
LECCE,LECCE,Febbraio,Austria,ALTRO,Austria,7,7,13,75035,38
LECCE,LECCE,Febbraio,BASILICATA,Basilicata,Italia,182,176,270,75035,917
LECCE,LECCE,Febbraio,Belgio,ALTRO,Belgio,29,17,78,75035,17
LECCE,LECCE,Febbraio,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,20,12,35,75035,921
LECCE,LECCE,Febbraio,Brasile,ALTRO,Brasile,20,19,73,75035,508
LECCE,LECCE,Febbraio,Bulgaria,ALTRO,Bulgaria,4,2,8,75035,68
LECCE,LECCE,Febbraio,CALABRIA,Calabria,Italia,252,244,395,75035,918
LECCE,LECCE,Febbraio,CAMPANIA,Campania,Italia,734,729,1088,75035,915
LECCE,LECCE,Febbraio,Canada,ALTRO,Canada,11,8,32,75035,404
LECCE,LECCE,Febbraio,Cina,ALTRO,Cina,3,2,4,75035,720
LECCE,LECCE,Febbraio,Corea_del_Sud,ALTRO,Corea_del_Sud,14,14,41,75035,728
LECCE,LECCE,Febbraio,Croazia,ALTRO,Croazia,3,3,4,75035,92
LECCE,LECCE,Febbraio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,225,228,374,75035,908
LECCE,LECCE,Febbraio,Estonia,ALTRO,Estonia,3,3,7,75035,53
LECCE,LECCE,Febbraio,Finlandia,ALTRO,Finlandia,3,3,3,75035,32
LECCE,LECCE,Febbraio,Francia,ALTRO,Francia,70,61,149,75035,1
LECCE,LECCE,Febbraio,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,23,22,37,75035,906
LECCE,LECCE,Febbraio,Germania,ALTRO,Germania,51,41,186,75035,4
LECCE,LECCE,Febbraio,Giappone,ALTRO,Giappone,57,59,185,75035,732
LECCE,LECCE,Febbraio,Grecia,ALTRO,Grecia,18,22,42,75035,9
LECCE,LECCE,Febbraio,India,ALTRO,India,3,3,5,75035,664
LECCE,LECCE,Febbraio,Irlanda,ALTRO,Irlanda,3,3,7,75035,7
LECCE,LECCE,Febbraio,Israele,ALTRO,Israele,5,5,11,75035,624
LECCE,LECCE,Febbraio,LAZIO,Lazio,Italia,662,659,1181,75035,912
LECCE,LECCE,Febbraio,Lettonia,ALTRO,Lettonia,1,1,2,75035,54
LECCE,LECCE,Febbraio,LIGURIA,Liguria,Italia,53,53,104,75035,907
LECCE,LECCE,Febbraio,LOMBARDIA,Lombardia,Italia,422,426,718,75035,903
LECCE,LECCE,Febbraio,Malta,ALTRO,Malta,6,6,12,75035,46
LECCE,LECCE,Febbraio,MARCHE,Marche,Italia,336,330,407,75035,911
LECCE,LECCE,Febbraio,MOLISE,Molise,Italia,43,41,57,75035,914
LECCE,LECCE,Febbraio,Norvegia,ALTRO,Norvegia,1,1,3,75035,28
LECCE,LECCE,Febbraio,Nuova_Zelanda,ALTRO,Nuova_Zelanda,1,1,1,75035,804
LECCE,LECCE,Febbraio,Paesi_Bassi,ALTRO,Paesi_Bassi,22,20,60,75035,3
LECCE,LECCE,Febbraio,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,8,9,14,75035,230
LECCE,LECCE,Febbraio,PIEMONTE,Piemonte,Italia,188,190,388,75035,901
LECCE,LECCE,Febbraio,Polonia,ALTRO,Polonia,7,7,35,75035,60
LECCE,LECCE,Febbraio,Portogallo,ALTRO,Portogallo,1,1,1,75035,10
LECCE,LECCE,Febbraio,PUGLIA,Puglia,Italia,3198,3141,3957,75035,916
LECCE,LECCE,Febbraio,Regno_Unito,ALTRO,Regno_Unito,40,39,356,75035,6
LECCE,LECCE,Febbraio,Repubblica_Ceca,ALTRO,Repubblica_Ceca,9,10,21,75035,61
LECCE,LECCE,Febbraio,Romania,ALTRO,Romania,17,13,22,75035,66
LECCE,LECCE,Febbraio,Russia,ALTRO,Russia,18,17,35,75035,75
LECCE,LECCE,Febbraio,SARDEGNA,Sardegna,Italia,53,45,108,75035,920
LECCE,LECCE,Febbraio,SICILIA,Sicilia,Italia,265,226,372,75035,919
LECCE,LECCE,Febbraio,Slovacchia,ALTRO,Slovacchia,2,1,2,75035,63
LECCE,LECCE,Febbraio,Slovenia,ALTRO,Slovenia,6,7,7,75035,91
LECCE,LECCE,Febbraio,Spagna,ALTRO,Spagna,15,16,34,75035,11
LECCE,LECCE,Febbraio,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,71,90,222,75035,400
LECCE,LECCE,Febbraio,Sud_Africa,ALTRO,Sud_Africa,1,1,5,75035,388
LECCE,LECCE,Febbraio,Svezia,ALTRO,Svezia,2,2,4,75035,30
LECCE,LECCE,Febbraio,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,17,18,36,75035,36
LECCE,LECCE,Febbraio,TOSCANA,Toscana,Italia,167,150,245,75035,909
LECCE,LECCE,Febbraio,TRENTO,Trento,Italia,16,16,25,75035,922
LECCE,LECCE,Febbraio,Turchia,ALTRO,Turchia,4,4,8,75035,52
LECCE,LECCE,Febbraio,Ucraina,ALTRO,Ucraina,1,1,1,75035,72
LECCE,LECCE,Febbraio,UMBRIA,Umbria,Italia,62,58,108,75035,910
LECCE,LECCE,Febbraio,Ungheria,ALTRO,Ungheria,4,7,8,75035,64
LECCE,LECCE,Febbraio,VALLE_D'AOSTA,Valle_d'Aosta,Italia,55,51,116,75035,902
LECCE,LECCE,Febbraio,VENETO,Veneto,Italia,168,165,315,75035,905
LECCE,LECCE,Gennaio,ABRUZZO,Abruzzo,Italia,191,199,296,75035,913
LECCE,LECCE,Gennaio,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,7,7,27,75035,230
LECCE,LECCE,Gennaio,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,4,3,9,75035,750
LECCE,LECCE,Gennaio,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,5,4,19,75035,530
LECCE,LECCE,Gennaio,Altri_Paesi_dell'Africa,ALTRO,Altri,14,13,28,75035,300
LECCE,LECCE,Gennaio,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,5,4,19,75035,530
LECCE,LECCE,Gennaio,Altri_Paesi_dell'Asia,ALTRO,Altri,9,40,16,75035,760
LECCE,LECCE,Gennaio,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,4,3,9,75035,750
LECCE,LECCE,Gennaio,Altri_Paesi_Europei,ALTRO,Altri,35,36,62,75035,100
LECCE,LECCE,Gennaio,Altri_Paesi_o_territori_Oceania,ALTRO,Altri,1,1,4,75035,810
LECCE,LECCE,Gennaio,Argentina,ALTRO,Argentina,7,7,18,75035,528
LECCE,LECCE,Gennaio,Australia,ALTRO,Australia,46,44,125,75035,800
LECCE,LECCE,Gennaio,Austria,ALTRO,Austria,13,15,29,75035,38
LECCE,LECCE,Gennaio,BASILICATA,Basilicata,Italia,194,243,353,75035,917
LECCE,LECCE,Gennaio,Belgio,ALTRO,Belgio,25,31,43,75035,17
LECCE,LECCE,Gennaio,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,5,6,7,75035,921
LECCE,LECCE,Gennaio,Brasile,ALTRO,Brasile,22,35,56,75035,508
LECCE,LECCE,Gennaio,Bulgaria,ALTRO,Bulgaria,17,17,35,75035,68
LECCE,LECCE,Gennaio,CALABRIA,Calabria,Italia,371,400,629,75035,918
LECCE,LECCE,Gennaio,CAMPANIA,Campania,Italia,939,1262,1513,75035,915
LECCE,LECCE,Gennaio,Canada,ALTRO,Canada,2,4,5,75035,404
LECCE,LECCE,Gennaio,Cina,ALTRO,Cina,6,9,18,75035,720
LECCE,LECCE,Gennaio,Corea_del_Sud,ALTRO,Corea_del_Sud,7,7,7,75035,728
LECCE,LECCE,Gennaio,Croazia,ALTRO,Croazia,55,55,398,75035,92
LECCE,LECCE,Gennaio,Danimarca,ALTRO,Danimarca,9,9,9,75035,8
LECCE,LECCE,Gennaio,Egitto,ALTRO,Egitto,1,1,2,75035,220
LECCE,LECCE,Gennaio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,232,259,567,75035,908
LECCE,LECCE,Gennaio,Estonia,ALTRO,Estonia,2,2,2,75035,53
LECCE,LECCE,Gennaio,Francia,ALTRO,Francia,87,113,189,75035,1
LECCE,LECCE,Gennaio,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,39,45,67,75035,906
LECCE,LECCE,Gennaio,Germania,ALTRO,Germania,33,46,103,75035,4
LECCE,LECCE,Gennaio,Giappone,ALTRO,Giappone,14,17,33,75035,732
LECCE,LECCE,Gennaio,Grecia,ALTRO,Grecia,22,21,50,75035,9
LECCE,LECCE,Gennaio,Irlanda,ALTRO,Irlanda,2,3,6,75035,7
LECCE,LECCE,Gennaio,Israele,ALTRO,Israele,10,10,25,75035,624
LECCE,LECCE,Gennaio,LAZIO,Lazio,Italia,600,895,1420,75035,912
LECCE,LECCE,Gennaio,LIGURIA,Liguria,Italia,117,96,259,75035,907
LECCE,LECCE,Gennaio,Lituania,ALTRO,Lituania,2,2,3,75035,55
LECCE,LECCE,Gennaio,LOMBARDIA,Lombardia,Italia,386,483,907,75035,903
LECCE,LECCE,Gennaio,Lussemburgo,ALTRO,Lussemburgo,0,3,0,75035,18
LECCE,LECCE,Gennaio,Malta,ALTRO,Malta,3,10,24,75035,46
LECCE,LECCE,Gennaio,MARCHE,Marche,Italia,442,454,648,75035,911
LECCE,LECCE,Gennaio,Messico,ALTRO,Messico,0,6,0,75035,412
LECCE,LECCE,Gennaio,MOLISE,Molise,Italia,127,157,251,75035,914
LECCE,LECCE,Gennaio,Paesi_Bassi,ALTRO,Paesi_Bassi,17,16,30,75035,3
LECCE,LECCE,Gennaio,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,7,7,27,75035,230
LECCE,LECCE,Gennaio,PIEMONTE,Piemonte,Italia,267,253,609,75035,901
LECCE,LECCE,Gennaio,Polonia,ALTRO,Polonia,2,2,6,75035,60
LECCE,LECCE,Gennaio,Portogallo,ALTRO,Portogallo,1,2,4,75035,10
LECCE,LECCE,Gennaio,PUGLIA,Puglia,Italia,2682,3218,3588,75035,916
LECCE,LECCE,Gennaio,Regno_Unito,ALTRO,Regno_Unito,35,34,374,75035,6
LECCE,LECCE,Gennaio,Repubblica_Ceca,ALTRO,Repubblica_Ceca,4,2,8,75035,61
LECCE,LECCE,Gennaio,Romania,ALTRO,Romania,22,24,46,75035,66
LECCE,LECCE,Gennaio,Russia,ALTRO,Russia,56,56,111,75035,75
LECCE,LECCE,Gennaio,SARDEGNA,Sardegna,Italia,48,64,97,75035,920
LECCE,LECCE,Gennaio,SICILIA,Sicilia,Italia,161,186,313,75035,919
LECCE,LECCE,Gennaio,Slovacchia,ALTRO,Slovacchia,1,1,2,75035,63
LECCE,LECCE,Gennaio,Slovenia,ALTRO,Slovenia,3,2,6,75035,91
LECCE,LECCE,Gennaio,Spagna,ALTRO,Spagna,26,23,59,75035,11
LECCE,LECCE,Gennaio,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,75,62,187,75035,400
