Comune_albergo,Provincia_albergo,Mese,Provenienza,Regione_di_provenienza,Nazione_di_provenienza,Arrivati,Partiti,Presenti,Codice_ISTAT_comune,Codice_ISTAT_provenienza
CERIGNOLA,FOGGIA,Agosto,ABRUZZO,Abruzzo,Italia,8,8,14,71020,913
CERIGNOLA,FOGGIA,Agosto,Altri_Paesi_dell'Africa,ALTRO,Altri,2,2,2,71020,300
CERIGNOLA,FOGGIA,Agosto,BASILICATA,Basilicata,Italia,3,4,3,71020,917
CERIGNOLA,FOGGIA,Agosto,CALABRIA,Calabria,Italia,5,5,8,71020,918
CERIGNOLA,FOGGIA,Agosto,CAMPANIA,Campania,Italia,37,36,77,71020,915
CERIGNOLA,FOGGIA,Agosto,EMILIA-ROMAGNA,Emilia-Romagna,Italia,36,38,81,71020,908
CERIGNOLA,FOGGIA,Agosto,Germania,ALTRO,Germania,8,8,36,71020,4
CERIGNOLA,FOGGIA,Agosto,LAZIO,Lazio,Italia,29,29,43,71020,912
CERIGNOLA,FOGGIA,Agosto,LIGURIA,Liguria,Italia,2,1,3,71020,907
CERIGNOLA,FOGGIA,Agosto,LOMBARDIA,Lombardia,Italia,45,45,119,71020,903
CERIGNOLA,FOGGIA,Agosto,MARCHE,Marche,Italia,5,5,7,71020,911
CERIGNOLA,FOGGIA,Agosto,MOLISE,Molise,Italia,11,16,26,71020,914
CERIGNOLA,FOGGIA,Agosto,PIEMONTE,Piemonte,Italia,38,40,72,71020,901
CERIGNOLA,FOGGIA,Agosto,PUGLIA,Puglia,Italia,37,37,60,71020,916
CERIGNOLA,FOGGIA,Agosto,SARDEGNA,Sardegna,Italia,1,1,1,71020,920
CERIGNOLA,FOGGIA,Agosto,SICILIA,Sicilia,Italia,5,5,5,71020,919
CERIGNOLA,FOGGIA,Agosto,Slovacchia,ALTRO,Slovacchia,4,4,8,71020,63
CERIGNOLA,FOGGIA,Agosto,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,2,2,2,71020,36
CERIGNOLA,FOGGIA,Agosto,TOSCANA,Toscana,Italia,10,10,14,71020,909
CERIGNOLA,FOGGIA,Agosto,TRENTO,Trento,Italia,1,1,2,71020,922
CERIGNOLA,FOGGIA,Agosto,UMBRIA,Umbria,Italia,2,2,3,71020,910
CERIGNOLA,FOGGIA,Agosto,VENETO,Veneto,Italia,4,4,6,71020,905
CERIGNOLA,FOGGIA,Agosto,Venezuela,ALTRO,Venezuela,1,1,2,71020,484
CERIGNOLA,FOGGIA,Aprile,ABRUZZO,Abruzzo,Italia,1,1,1,71020,913
CERIGNOLA,FOGGIA,Aprile,Altri_Paesi_Europei,ALTRO,Altri,2,2,2,71020,100
CERIGNOLA,FOGGIA,Aprile,BASILICATA,Basilicata,Italia,8,8,8,71020,917
CERIGNOLA,FOGGIA,Aprile,CALABRIA,Calabria,Italia,6,6,9,71020,918
CERIGNOLA,FOGGIA,Aprile,CAMPANIA,Campania,Italia,19,20,56,71020,915
CERIGNOLA,FOGGIA,Aprile,EMILIA-ROMAGNA,Emilia-Romagna,Italia,8,8,11,71020,908
CERIGNOLA,FOGGIA,Aprile,Francia,ALTRO,Francia,3,2,6,71020,1
CERIGNOLA,FOGGIA,Aprile,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,1,1,1,71020,906
CERIGNOLA,FOGGIA,Aprile,Grecia,ALTRO,Grecia,1,1,4,71020,9
CERIGNOLA,FOGGIA,Aprile,LAZIO,Lazio,Italia,9,8,14,71020,912
CERIGNOLA,FOGGIA,Aprile,LIGURIA,Liguria,Italia,1,1,3,71020,907
CERIGNOLA,FOGGIA,Aprile,LOMBARDIA,Lombardia,Italia,22,24,49,71020,903
CERIGNOLA,FOGGIA,Aprile,MARCHE,Marche,Italia,6,7,6,71020,911
CERIGNOLA,FOGGIA,Aprile,PIEMONTE,Piemonte,Italia,15,15,53,71020,901
CERIGNOLA,FOGGIA,Aprile,PUGLIA,Puglia,Italia,19,19,24,71020,916
CERIGNOLA,FOGGIA,Aprile,Romania,ALTRO,Romania,4,4,4,71020,66
CERIGNOLA,FOGGIA,Aprile,SARDEGNA,Sardegna,Italia,2,3,2,71020,920
CERIGNOLA,FOGGIA,Aprile,TOSCANA,Toscana,Italia,10,10,13,71020,909
CERIGNOLA,FOGGIA,Aprile,VENETO,Veneto,Italia,5,5,14,71020,905
CERIGNOLA,FOGGIA,Dicembre,ABRUZZO,Abruzzo,Italia,3,3,5,71020,913
CERIGNOLA,FOGGIA,Dicembre,Altri_Paesi_Europei,ALTRO,Altri,1,1,1,71020,100
CERIGNOLA,FOGGIA,Dicembre,Austria,ALTRO,Austria,2,2,2,71020,38
CERIGNOLA,FOGGIA,Dicembre,BASILICATA,Basilicata,Italia,1,1,1,71020,917
CERIGNOLA,FOGGIA,Dicembre,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,1,1,1,71020,921
CERIGNOLA,FOGGIA,Dicembre,CALABRIA,Calabria,Italia,3,3,3,71020,918
CERIGNOLA,FOGGIA,Dicembre,CAMPANIA,Campania,Italia,21,21,37,71020,915
CERIGNOLA,FOGGIA,Dicembre,Croazia,ALTRO,Croazia,1,1,1,71020,92
CERIGNOLA,FOGGIA,Dicembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,16,16,29,71020,908
CERIGNOLA,FOGGIA,Dicembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,3,3,3,71020,906
CERIGNOLA,FOGGIA,Dicembre,Germania,ALTRO,Germania,2,2,6,71020,4
CERIGNOLA,FOGGIA,Dicembre,Grecia,ALTRO,Grecia,1,1,1,71020,9
CERIGNOLA,FOGGIA,Dicembre,LAZIO,Lazio,Italia,25,25,40,71020,912
CERIGNOLA,FOGGIA,Dicembre,LIGURIA,Liguria,Italia,1,1,4,71020,907
CERIGNOLA,FOGGIA,Dicembre,LOMBARDIA,Lombardia,Italia,22,25,66,71020,903
CERIGNOLA,FOGGIA,Dicembre,MARCHE,Marche,Italia,3,3,3,71020,911
CERIGNOLA,FOGGIA,Dicembre,PIEMONTE,Piemonte,Italia,9,9,16,71020,901
CERIGNOLA,FOGGIA,Dicembre,PUGLIA,Puglia,Italia,18,18,21,71020,916
CERIGNOLA,FOGGIA,Dicembre,SICILIA,Sicilia,Italia,2,2,2,71020,919
CERIGNOLA,FOGGIA,Dicembre,Spagna,ALTRO,Spagna,1,1,3,71020,11
CERIGNOLA,FOGGIA,Dicembre,TOSCANA,Toscana,Italia,5,5,11,71020,909
CERIGNOLA,FOGGIA,Dicembre,UMBRIA,Umbria,Italia,3,3,8,71020,910
CERIGNOLA,FOGGIA,Dicembre,VENETO,Veneto,Italia,7,13,12,71020,905
CERIGNOLA,FOGGIA,Febbraio,ABRUZZO,Abruzzo,Italia,8,8,8,71020,913
CERIGNOLA,FOGGIA,Febbraio,Altri_Paesi_Europei,ALTRO,Altri,0,1,0,71020,100
CERIGNOLA,FOGGIA,Febbraio,BASILICATA,Basilicata,Italia,4,4,5,71020,917
CERIGNOLA,FOGGIA,Febbraio,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,1,1,1,71020,921
CERIGNOLA,FOGGIA,Febbraio,CALABRIA,Calabria,Italia,3,3,3,71020,918
CERIGNOLA,FOGGIA,Febbraio,CAMPANIA,Campania,Italia,13,14,26,71020,915
CERIGNOLA,FOGGIA,Febbraio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,13,15,26,71020,908
CERIGNOLA,FOGGIA,Febbraio,Francia,ALTRO,Francia,1,1,2,71020,1
CERIGNOLA,FOGGIA,Febbraio,LAZIO,Lazio,Italia,9,9,13,71020,912
CERIGNOLA,FOGGIA,Febbraio,LIGURIA,Liguria,Italia,0,2,5,71020,907
CERIGNOLA,FOGGIA,Febbraio,LOMBARDIA,Lombardia,Italia,16,16,27,71020,903
CERIGNOLA,FOGGIA,Febbraio,MARCHE,Marche,Italia,4,4,6,71020,911
CERIGNOLA,FOGGIA,Febbraio,PIEMONTE,Piemonte,Italia,7,7,10,71020,901
CERIGNOLA,FOGGIA,Febbraio,Polonia,ALTRO,Polonia,4,4,4,71020,60
CERIGNOLA,FOGGIA,Febbraio,PUGLIA,Puglia,Italia,31,35,59,71020,916
CERIGNOLA,FOGGIA,Febbraio,SARDEGNA,Sardegna,Italia,1,1,1,71020,920
CERIGNOLA,FOGGIA,Febbraio,SICILIA,Sicilia,Italia,1,1,1,71020,919
CERIGNOLA,FOGGIA,Febbraio,TOSCANA,Toscana,Italia,3,5,13,71020,909
CERIGNOLA,FOGGIA,Febbraio,Turchia,ALTRO,Turchia,3,3,9,71020,52
CERIGNOLA,FOGGIA,Febbraio,Ungheria,ALTRO,Ungheria,2,2,4,71020,64
CERIGNOLA,FOGGIA,Febbraio,VENETO,Veneto,Italia,5,8,18,71020,905
CERIGNOLA,FOGGIA,Gennaio,ABRUZZO,Abruzzo,Italia,3,3,3,71020,913
CERIGNOLA,FOGGIA,Gennaio,Altri_Paesi_Europei,ALTRO,Altri,1,0,1,71020,100
CERIGNOLA,FOGGIA,Gennaio,BASILICATA,Basilicata,Italia,6,6,6,71020,917
CERIGNOLA,FOGGIA,Gennaio,CALABRIA,Calabria,Italia,6,6,6,71020,918
CERIGNOLA,FOGGIA,Gennaio,CAMPANIA,Campania,Italia,19,18,32,71020,915
CERIGNOLA,FOGGIA,Gennaio,Croazia,ALTRO,Croazia,1,1,1,71020,92
CERIGNOLA,FOGGIA,Gennaio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,19,18,28,71020,908
CERIGNOLA,FOGGIA,Gennaio,Francia,ALTRO,Francia,3,3,5,71020,1
CERIGNOLA,FOGGIA,Gennaio,Germania,ALTRO,Germania,2,2,2,71020,4
CERIGNOLA,FOGGIA,Gennaio,Grecia,ALTRO,Grecia,1,1,1,71020,9
CERIGNOLA,FOGGIA,Gennaio,LAZIO,Lazio,Italia,17,18,17,71020,912
CERIGNOLA,FOGGIA,Gennaio,LIGURIA,Liguria,Italia,2,0,12,71020,907
CERIGNOLA,FOGGIA,Gennaio,LOMBARDIA,Lombardia,Italia,35,36,50,71020,903
CERIGNOLA,FOGGIA,Gennaio,MARCHE,Marche,Italia,10,10,10,71020,911
CERIGNOLA,FOGGIA,Gennaio,PIEMONTE,Piemonte,Italia,8,8,11,71020,901
CERIGNOLA,FOGGIA,Gennaio,Polonia,ALTRO,Polonia,2,2,4,71020,60
CERIGNOLA,FOGGIA,Gennaio,Portogallo,ALTRO,Portogallo,1,1,1,71020,10
CERIGNOLA,FOGGIA,Gennaio,PUGLIA,Puglia,Italia,48,47,108,71020,916
CERIGNOLA,FOGGIA,Gennaio,SARDEGNA,Sardegna,Italia,5,5,5,71020,920
CERIGNOLA,FOGGIA,Gennaio,SICILIA,Sicilia,Italia,6,6,6,71020,919
CERIGNOLA,FOGGIA,Gennaio,TOSCANA,Toscana,Italia,9,7,28,71020,909
CERIGNOLA,FOGGIA,Gennaio,Turchia,ALTRO,Turchia,2,2,3,71020,52
CERIGNOLA,FOGGIA,Gennaio,UMBRIA,Umbria,Italia,1,1,1,71020,910
CERIGNOLA,FOGGIA,Gennaio,Ungheria,ALTRO,Ungheria,1,1,1,71020,64
CERIGNOLA,FOGGIA,Gennaio,VENETO,Veneto,Italia,13,10,24,71020,905
CERIGNOLA,FOGGIA,Giugno,ABRUZZO,Abruzzo,Italia,5,5,7,71020,913
CERIGNOLA,FOGGIA,Giugno,BASILICATA,Basilicata,Italia,7,7,8,71020,917
CERIGNOLA,FOGGIA,Giugno,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,2,2,12,71020,921
CERIGNOLA,FOGGIA,Giugno,CALABRIA,Calabria,Italia,6,6,6,71020,918
CERIGNOLA,FOGGIA,Giugno,CAMPANIA,Campania,Italia,11,11,26,71020,915
CERIGNOLA,FOGGIA,Giugno,Canada,ALTRO,Canada,1,1,1,71020,404
CERIGNOLA,FOGGIA,Giugno,Danimarca,ALTRO,Danimarca,0,1,5,71020,8
CERIGNOLA,FOGGIA,Giugno,EMILIA-ROMAGNA,Emilia-Romagna,Italia,21,15,39,71020,908
CERIGNOLA,FOGGIA,Giugno,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,2,2,2,71020,906
CERIGNOLA,FOGGIA,Giugno,Germania,ALTRO,Germania,18,17,70,71020,4
CERIGNOLA,FOGGIA,Giugno,LAZIO,Lazio,Italia,24,24,29,71020,912
CERIGNOLA,FOGGIA,Giugno,LIGURIA,Liguria,Italia,2,1,4,71020,907
CERIGNOLA,FOGGIA,Giugno,LOMBARDIA,Lombardia,Italia,27,27,58,71020,903
CERIGNOLA,FOGGIA,Giugno,MARCHE,Marche,Italia,12,11,12,71020,911
CERIGNOLA,FOGGIA,Giugno,Paesi_Bassi,ALTRO,Paesi_Bassi,1,1,1,71020,3
CERIGNOLA,FOGGIA,Giugno,PIEMONTE,Piemonte,Italia,4,4,6,71020,901
CERIGNOLA,FOGGIA,Giugno,Polonia,ALTRO,Polonia,1,1,1,71020,60
CERIGNOLA,FOGGIA,Giugno,PUGLIA,Puglia,Italia,31,32,51,71020,916
CERIGNOLA,FOGGIA,Giugno,Regno_Unito,ALTRO,Regno_Unito,1,1,3,71020,6
CERIGNOLA,FOGGIA,Giugno,SARDEGNA,Sardegna,Italia,2,2,2,71020,920
CERIGNOLA,FOGGIA,Giugno,SICILIA,Sicilia,Italia,9,9,13,71020,919
CERIGNOLA,FOGGIA,Giugno,Spagna,ALTRO,Spagna,1,1,1,71020,11
CERIGNOLA,FOGGIA,Giugno,TOSCANA,Toscana,Italia,6,6,13,71020,909
CERIGNOLA,FOGGIA,Giugno,VENETO,Veneto,Italia,17,17,38,71020,905
CERIGNOLA,FOGGIA,Luglio,ABRUZZO,Abruzzo,Italia,2,2,2,71020,913
CERIGNOLA,FOGGIA,Luglio,BASILICATA,Basilicata,Italia,6,5,6,71020,917
CERIGNOLA,FOGGIA,Luglio,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,1,1,3,71020,921
CERIGNOLA,FOGGIA,Luglio,CAMPANIA,Campania,Italia,20,20,48,71020,915
CERIGNOLA,FOGGIA,Luglio,Egitto,ALTRO,Egitto,1,1,1,71020,220
CERIGNOLA,FOGGIA,Luglio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,17,21,35,71020,908
CERIGNOLA,FOGGIA,Luglio,Francia,ALTRO,Francia,6,6,26,71020,1
CERIGNOLA,FOGGIA,Luglio,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,1,1,1,71020,906
CERIGNOLA,FOGGIA,Luglio,Germania,ALTRO,Germania,0,1,2,71020,4
CERIGNOLA,FOGGIA,Luglio,LAZIO,Lazio,Italia,20,20,28,71020,912
CERIGNOLA,FOGGIA,Luglio,LIGURIA,Liguria,Italia,0,1,3,71020,907
CERIGNOLA,FOGGIA,Luglio,LOMBARDIA,Lombardia,Italia,9,8,29,71020,903
CERIGNOLA,FOGGIA,Luglio,MARCHE,Marche,Italia,2,3,2,71020,911
CERIGNOLA,FOGGIA,Luglio,MOLISE,Molise,Italia,11,6,41,71020,914
CERIGNOLA,FOGGIA,Luglio,PIEMONTE,Piemonte,Italia,11,9,16,71020,901
CERIGNOLA,FOGGIA,Luglio,PUGLIA,Puglia,Italia,17,16,19,71020,916
CERIGNOLA,FOGGIA,Luglio,SARDEGNA,Sardegna,Italia,3,3,3,71020,920
CERIGNOLA,FOGGIA,Luglio,SICILIA,Sicilia,Italia,2,2,2,71020,919
CERIGNOLA,FOGGIA,Luglio,TOSCANA,Toscana,Italia,2,2,2,71020,909
CERIGNOLA,FOGGIA,Luglio,TRENTO,Trento,Italia,2,2,4,71020,922
CERIGNOLA,FOGGIA,Luglio,UMBRIA,Umbria,Italia,4,4,6,71020,910
CERIGNOLA,FOGGIA,Luglio,VENETO,Veneto,Italia,18,18,38,71020,905
CERIGNOLA,FOGGIA,Maggio,ABRUZZO,Abruzzo,Italia,4,4,6,71020,913
CERIGNOLA,FOGGIA,Maggio,Altri_Paesi_Europei,ALTRO,Altri,1,1,2,71020,100
CERIGNOLA,FOGGIA,Maggio,Austria,ALTRO,Austria,2,2,2,71020,38
CERIGNOLA,FOGGIA,Maggio,BASILICATA,Basilicata,Italia,9,9,9,71020,917
CERIGNOLA,FOGGIA,Maggio,CALABRIA,Calabria,Italia,3,3,3,71020,918
CERIGNOLA,FOGGIA,Maggio,CAMPANIA,Campania,Italia,26,27,43,71020,915
CERIGNOLA,FOGGIA,Maggio,Corea_del_Sud,ALTRO,Corea_del_Sud,2,2,2,71020,728
CERIGNOLA,FOGGIA,Maggio,Danimarca,ALTRO,Danimarca,1,0,3,71020,8
CERIGNOLA,FOGGIA,Maggio,Egitto,ALTRO,Egitto,1,1,1,71020,220
CERIGNOLA,FOGGIA,Maggio,EMILIA-ROMAGNA,Emilia-Romagna,Italia,21,21,32,71020,908
CERIGNOLA,FOGGIA,Maggio,Francia,ALTRO,Francia,5,6,23,71020,1
CERIGNOLA,FOGGIA,Maggio,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,4,4,6,71020,906
CERIGNOLA,FOGGIA,Maggio,Germania,ALTRO,Germania,2,2,2,71020,4
CERIGNOLA,FOGGIA,Maggio,LAZIO,Lazio,Italia,31,32,51,71020,912
CERIGNOLA,FOGGIA,Maggio,LIGURIA,Liguria,Italia,2,2,4,71020,907
CERIGNOLA,FOGGIA,Maggio,LOMBARDIA,Lombardia,Italia,18,18,22,71020,903
CERIGNOLA,FOGGIA,Maggio,MARCHE,Marche,Italia,7,7,8,71020,911
CERIGNOLA,FOGGIA,Maggio,PIEMONTE,Piemonte,Italia,3,3,3,71020,901
CERIGNOLA,FOGGIA,Maggio,Polonia,ALTRO,Polonia,2,2,4,71020,60
CERIGNOLA,FOGGIA,Maggio,PUGLIA,Puglia,Italia,35,34,60,71020,916
CERIGNOLA,FOGGIA,Maggio,Repubblica_Ceca,ALTRO,Repubblica_Ceca,2,2,2,71020,61
CERIGNOLA,FOGGIA,Maggio,Romania,ALTRO,Romania,1,1,2,71020,66
CERIGNOLA,FOGGIA,Maggio,SARDEGNA,Sardegna,Italia,1,1,1,71020,920
CERIGNOLA,FOGGIA,Maggio,SICILIA,Sicilia,Italia,8,8,8,71020,919
CERIGNOLA,FOGGIA,Maggio,Slovacchia,ALTRO,Slovacchia,2,2,2,71020,63
CERIGNOLA,FOGGIA,Maggio,TOSCANA,Toscana,Italia,13,13,29,71020,909
CERIGNOLA,FOGGIA,Maggio,Turchia,ALTRO,Turchia,3,3,5,71020,52
CERIGNOLA,FOGGIA,Maggio,VENETO,Veneto,Italia,15,15,23,71020,905
CERIGNOLA,FOGGIA,Marzo,ABRUZZO,Abruzzo,Italia,1,1,1,71020,913
CERIGNOLA,FOGGIA,Marzo,BASILICATA,Basilicata,Italia,8,8,8,71020,917
CERIGNOLA,FOGGIA,Marzo,CALABRIA,Calabria,Italia,1,1,1,71020,918
CERIGNOLA,FOGGIA,Marzo,CAMPANIA,Campania,Italia,20,20,49,71020,915
CERIGNOLA,FOGGIA,Marzo,EMILIA-ROMAGNA,Emilia-Romagna,Italia,20,21,33,71020,908
CERIGNOLA,FOGGIA,Marzo,Francia,ALTRO,Francia,2,2,2,71020,1
CERIGNOLA,FOGGIA,Marzo,Germania,ALTRO,Germania,8,8,76,71020,4
CERIGNOLA,FOGGIA,Marzo,Grecia,ALTRO,Grecia,5,5,5,71020,9
CERIGNOLA,FOGGIA,Marzo,LAZIO,Lazio,Italia,16,16,20,71020,912
CERIGNOLA,FOGGIA,Marzo,LOMBARDIA,Lombardia,Italia,16,14,27,71020,903
CERIGNOLA,FOGGIA,Marzo,MARCHE,Marche,Italia,10,9,17,71020,911
CERIGNOLA,FOGGIA,Marzo,PIEMONTE,Piemonte,Italia,13,13,21,71020,901
CERIGNOLA,FOGGIA,Marzo,Polonia,ALTRO,Polonia,2,2,2,71020,60
CERIGNOLA,FOGGIA,Marzo,PUGLIA,Puglia,Italia,25,25,43,71020,916
CERIGNOLA,FOGGIA,Marzo,Repubblica_Ceca,ALTRO,Repubblica_Ceca,1,1,5,71020,61
CERIGNOLA,FOGGIA,Marzo,SARDEGNA,Sardegna,Italia,2,1,3,71020,920
CERIGNOLA,FOGGIA,Marzo,SICILIA,Sicilia,Italia,10,10,10,71020,919
CERIGNOLA,FOGGIA,Marzo,Slovacchia,ALTRO,Slovacchia,2,2,2,71020,63
CERIGNOLA,FOGGIA,Marzo,Spagna,ALTRO,Spagna,5,5,8,71020,11
CERIGNOLA,FOGGIA,Marzo,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,1,1,1,71020,36
CERIGNOLA,FOGGIA,Marzo,TOSCANA,Toscana,Italia,4,4,5,71020,909
CERIGNOLA,FOGGIA,Marzo,UMBRIA,Umbria,Italia,1,1,1,71020,910
CERIGNOLA,FOGGIA,Marzo,VENETO,Veneto,Italia,5,5,12,71020,905
CERIGNOLA,FOGGIA,Novembre,Australia,ALTRO,Australia,2,2,2,71020,800
CERIGNOLA,FOGGIA,Novembre,Austria,ALTRO,Austria,2,2,2,71020,38
CERIGNOLA,FOGGIA,Novembre,BASILICATA,Basilicata,Italia,2,2,2,71020,917
CERIGNOLA,FOGGIA,Novembre,Bulgaria,ALTRO,Bulgaria,12,12,24,71020,68
CERIGNOLA,FOGGIA,Novembre,CALABRIA,Calabria,Italia,1,1,1,71020,918
CERIGNOLA,FOGGIA,Novembre,CAMPANIA,Campania,Italia,39,44,85,71020,915
CERIGNOLA,FOGGIA,Novembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,18,31,42,71020,908
CERIGNOLA,FOGGIA,Novembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,1,1,2,71020,906
CERIGNOLA,FOGGIA,Novembre,LAZIO,Lazio,Italia,11,11,22,71020,912
CERIGNOLA,FOGGIA,Novembre,LIGURIA,Liguria,Italia,1,1,2,71020,907
CERIGNOLA,FOGGIA,Novembre,LOMBARDIA,Lombardia,Italia,26,23,83,71020,903
CERIGNOLA,FOGGIA,Novembre,MARCHE,Marche,Italia,6,6,8,71020,911
CERIGNOLA,FOGGIA,Novembre,PIEMONTE,Piemonte,Italia,7,7,12,71020,901
CERIGNOLA,FOGGIA,Novembre,Polonia,ALTRO,Polonia,5,5,6,71020,60
CERIGNOLA,FOGGIA,Novembre,PUGLIA,Puglia,Italia,25,25,33,71020,916
CERIGNOLA,FOGGIA,Novembre,SARDEGNA,Sardegna,Italia,1,1,1,71020,920
CERIGNOLA,FOGGIA,Novembre,SICILIA,Sicilia,Italia,7,7,7,71020,919
CERIGNOLA,FOGGIA,Novembre,TOSCANA,Toscana,Italia,4,4,5,71020,909
CERIGNOLA,FOGGIA,Novembre,Turchia,ALTRO,Turchia,5,5,9,71020,52
CERIGNOLA,FOGGIA,Novembre,UMBRIA,Umbria,Italia,1,1,1,71020,910
CERIGNOLA,FOGGIA,Novembre,VENETO,Veneto,Italia,22,20,68,71020,905
CERIGNOLA,FOGGIA,Ottobre,ABRUZZO,Abruzzo,Italia,6,6,8,71020,913
CERIGNOLA,FOGGIA,Ottobre,Altri_Paesi_Europei,ALTRO,Altri,1,2,4,71020,100
CERIGNOLA,FOGGIA,Ottobre,BASILICATA,Basilicata,Italia,2,3,2,71020,917
CERIGNOLA,FOGGIA,Ottobre,CALABRIA,Calabria,Italia,4,4,4,71020,918
CERIGNOLA,FOGGIA,Ottobre,CAMPANIA,Campania,Italia,27,24,32,71020,915
CERIGNOLA,FOGGIA,Ottobre,Danimarca,ALTRO,Danimarca,1,1,5,71020,8
CERIGNOLA,FOGGIA,Ottobre,Egitto,ALTRO,Egitto,0,1,1,71020,220
CERIGNOLA,FOGGIA,Ottobre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,56,44,119,71020,908
CERIGNOLA,FOGGIA,Ottobre,Francia,ALTRO,Francia,4,4,4,71020,1
CERIGNOLA,FOGGIA,Ottobre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,2,2,2,71020,906
CERIGNOLA,FOGGIA,Ottobre,Germania,ALTRO,Germania,2,2,4,71020,4
CERIGNOLA,FOGGIA,Ottobre,LAZIO,Lazio,Italia,17,19,23,71020,912
CERIGNOLA,FOGGIA,Ottobre,LIGURIA,Liguria,Italia,2,2,2,71020,907
CERIGNOLA,FOGGIA,Ottobre,LOMBARDIA,Lombardia,Italia,11,11,40,71020,903
CERIGNOLA,FOGGIA,Ottobre,MARCHE,Marche,Italia,14,14,28,71020,911
CERIGNOLA,FOGGIA,Ottobre,PIEMONTE,Piemonte,Italia,13,14,17,71020,901
CERIGNOLA,FOGGIA,Ottobre,Polonia,ALTRO,Polonia,6,6,9,71020,60
CERIGNOLA,FOGGIA,Ottobre,PUGLIA,Puglia,Italia,25,28,30,71020,916
CERIGNOLA,FOGGIA,Ottobre,SARDEGNA,Sardegna,Italia,0,1,0,71020,920
CERIGNOLA,FOGGIA,Ottobre,SICILIA,Sicilia,Italia,7,7,7,71020,919
CERIGNOLA,FOGGIA,Ottobre,Slovacchia,ALTRO,Slovacchia,2,2,2,71020,63
CERIGNOLA,FOGGIA,Ottobre,Spagna,ALTRO,Spagna,0,1,1,71020,11
CERIGNOLA,FOGGIA,Ottobre,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,3,3,3,71020,400
CERIGNOLA,FOGGIA,Ottobre,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,2,2,2,71020,36
CERIGNOLA,FOGGIA,Ottobre,TOSCANA,Toscana,Italia,13,16,19,71020,909
CERIGNOLA,FOGGIA,Ottobre,UMBRIA,Umbria,Italia,6,6,11,71020,910
CERIGNOLA,FOGGIA,Ottobre,VENETO,Veneto,Italia,36,32,107,71020,905
CERIGNOLA,FOGGIA,Settembre,ABRUZZO,Abruzzo,Italia,5,5,5,71020,913
CERIGNOLA,FOGGIA,Settembre,Altri_Paesi_Europei,ALTRO,Altri,3,2,3,71020,100
CERIGNOLA,FOGGIA,Settembre,BASILICATA,Basilicata,Italia,6,5,6,71020,917
CERIGNOLA,FOGGIA,Settembre,CALABRIA,Calabria,Italia,6,6,10,71020,918
CERIGNOLA,FOGGIA,Settembre,CAMPANIA,Campania,Italia,39,38,66,71020,915
CERIGNOLA,FOGGIA,Settembre,Egitto,ALTRO,Egitto,1,0,2,71020,220
CERIGNOLA,FOGGIA,Settembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,13,12,27,71020,908
CERIGNOLA,FOGGIA,Settembre,Francia,ALTRO,Francia,1,1,1,71020,1
CERIGNOLA,FOGGIA,Settembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,1,1,2,71020,906
CERIGNOLA,FOGGIA,Settembre,Germania,ALTRO,Germania,5,5,5,71020,4
CERIGNOLA,FOGGIA,Settembre,LAZIO,Lazio,Italia,28,26,51,71020,912
CERIGNOLA,FOGGIA,Settembre,LIGURIA,Liguria,Italia,4,5,7,71020,907
CERIGNOLA,FOGGIA,Settembre,LOMBARDIA,Lombardia,Italia,34,35,85,71020,903
CERIGNOLA,FOGGIA,Settembre,MARCHE,Marche,Italia,13,13,23,71020,911
CERIGNOLA,FOGGIA,Settembre,PIEMONTE,Piemonte,Italia,20,19,47,71020,901
CERIGNOLA,FOGGIA,Settembre,Polonia,ALTRO,Polonia,3,3,6,71020,60
CERIGNOLA,FOGGIA,Settembre,PUGLIA,Puglia,Italia,42,40,55,71020,916
CERIGNOLA,FOGGIA,Settembre,SARDEGNA,Sardegna,Italia,2,1,2,71020,920
CERIGNOLA,FOGGIA,Settembre,SICILIA,Sicilia,Italia,6,6,9,71020,919
